id,vin,manufacturer,model,year,price,odometer,fuel,transmission,dealer,city,state,listing_type,image
40888e0f-c071-499a-958b-695bc35acc7c,UYF19WO8SYNRME7NE,Toyota,Corolla,2015,49714,86588,hybrid,manual,Elite Motors,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
0aed6954-358c-4237-a2b9-1fa9f0a2d291,YLVMBATXDMO6CUFUS,Ford,F-150,2011,12777,13252,hybrid,manual,DriveTime,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
c1078c9d-caa2-4f9b-bb19-fc5541ed071f,LBA4CQ82YUIIWGI1O,BMW,X5,2014,3909,17374,gas,manual,AutoNation,Los Angeles,CA,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
50d35c18-159d-4d60-809f-a0e611412888,DLLCIEUBE66B5GR5I,Ford,Explorer,2015,50972,7927,hybrid,automatic,AutoNation,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
2b94e3ef-ef85-4788-917d-3a3dbc32d8c1,H6K1GH7PNM3X5VMUZ,Mercedes-Benz,GLE,2021,71062,5222,hybrid,manual,AutoNation,New York,NY,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
dbdd9a03-c13c-4e11-bbce-9e8411034594,NKWCODBJSZW5UN7ZQ,Toyota,RAV4,2018,32561,67941,gas,automatic,CarMax,New York,NY,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
7e6b7fc6-708a-44ba-b4e3-aadcf5d9b52d,8483QI7XWHH5CI7N1,Toyota,RAV4,2011,43556,107184,gas,automatic,Elite Motors,New York,NY,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
5660bd66-28b3-41c8-b8f8-d8ee66d22ace,RNLAATDCZO3OJXT0C,Honda,Accord,2017,25521,15518,hybrid,manual,CarMax,Los Angeles,CA,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
d860e7f7-ef09-4969-bca8-61f55401f9e8,IXYVYSZZN6J7FH1HR,Honda,CR-V,2012,33920,49826,electric,manual,AutoNation,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
7cd14c1d-27fa-4223-8ceb-639963e1cf07,FU0RPB9UC5XA86IB8,Honda,Accord,2010,54711,106462,electric,manual,CarMax,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
20ee54c2-2b4f-4f6e-94b9-869f7961f2ed,9ZAYN8NDCZV9SBC10,Mercedes-Benz,GLE,2021,16290,92964,electric,manual,Elite Motors,Los Angeles,CA,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
9f64cd0d-c22a-41f2-a0e7-f64454e13ff5,E7MBB9BHC8D3LINWV,Mercedes-Benz,C-Class,2011,17233,38741,hybrid,manual,Elite Motors,Houston,TX,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
d8fc353d-fac7-473f-871c-b9e089be2ab9,SW59LBVE1FCQ5YCYW,Toyota,Camry,2016,28205,100577,electric,automatic,DriveTime,New York,NY,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
ffade68a-4aad-44d9-89b3-0bb56e9c3132,HJZ8YEBSESQ2ERRQY,Honda,Civic,2022,34247,67102,gas,manual,CarMax,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
0a5e0bc6-9985-442c-9fd3-75ba5148afbf,KYWB5C2NNXIGM2X4B,Toyota,Camry,2018,30218,11589,electric,manual,CarMax,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
f31795f0-6990-4f19-8750-93fb2a563f2d,E6EM1C0VTEJ8VRI8L,Mercedes-Benz,C-Class,2011,56060,80124,gas,automatic,AutoNation,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
5f2be212-2d7d-4de7-a85e-9296938a9905,I754BHXZJT9QNODCC,Honda,Accord,2019,51989,74308,electric,automatic,AutoNation,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
46d12c3d-c1f9-4be3-bb5a-0cc067a081aa,YTBI5JM6Y74TOM21Z,BMW,5 Series,2010,10949,108827,hybrid,automatic,AutoNation,Houston,TX,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
d5217584-ad25-4c0a-84dd-b3d499dfc1f2,ACO1UTT8T28ZK48R1,Toyota,Camry,2021,40961,63181,hybrid,manual,CarMax,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
e2e9c166-0461-454e-a1ec-2018b6d9d520,MMO0B7VT69TTJSXEQ,Ford,F-150,2017,37921,77852,hybrid,automatic,DriveTime,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
b8b9a95e-65ca-4ed8-b6f5-6313777c09b4,HADFV1286BHF838JG,Mercedes-Benz,C-Class,2012,30196,70722,electric,manual,DriveTime,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
3daf29b0-3bfe-4909-8048-33c85fbb9d97,1XLP2LJ0DI16IUOEM,Honda,Civic,2022,52309,93288,electric,automatic,DriveTime,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
21073e00-a671-442c-8876-1be9573061dc,2KMSI1VBTNPCSRTYA,Ford,F-150,2017,12670,105429,electric,manual,Elite Motors,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
869b42b3-b3cc-457e-8e3d-7658c2b4df2a,8VLI3F2V7UA7PEHV5,Honda,Accord,2021,53646,104274,hybrid,manual,Elite Motors,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
48e0e7a5-7d96-46d4-81c4-8683f43f9730,J3OPEQ0NDZ3O4PMEF,Mercedes-Benz,E-Class,2016,14714,45976,electric,manual,Elite Motors,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
1dff9630-b689-4af7-9b7d-42faea0cb415,D1XO340K613ACYGP8,Mercedes-Benz,C-Class,2019,14934,65580,hybrid,manual,CarMax,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
5ef3e0b8-db9c-495b-b5ed-0bacfc5a8e5e,ZA2SQD59I30KT9C20,Mercedes-Benz,GLE,2017,28785,103734,electric,automatic,Elite Motors,Los Angeles,CA,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
f55db891-7f94-433d-9f18-d43f3c87fb8f,I1703KMG7T5H30VEC,Mercedes-Benz,GLE,2015,30478,38039,electric,manual,Elite Motors,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
eed49efe-023f-43c0-8329-afafbdef201f,B8PXBW7ADA0ZNFZ7D,BMW,3 Series,2021,23741,22096,gas,manual,DriveTime,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
7cea6bdc-57e7-48f5-ad8b-f70ada342d66,FBSYYF933F2D41AM5,Honda,CR-V,2011,8596,43215,gas,manual,Elite Motors,Houston,TX,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
16abe4ad-287b-49fd-a60b-5c6ffd47d7fc,STNQ4Q35FCGJ7GCXA,Honda,Civic,2019,15919,113872,electric,automatic,DriveTime,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
ae9c9d17-bb8b-4e20-8c6c-927affb526d3,9D9N47SYPGU37PLNT,Ford,Escape,2012,59037,78373,gas,automatic,AutoNation,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
423451ca-96c1-4975-b43d-142390a295d1,KV5R0W0F3XTATL0YW,Toyota,RAV4,2019,11126,100529,electric,manual,DriveTime,Los Angeles,CA,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
7658e13b-fa03-4081-bb18-1796f0ec2a1e,J4A3EGGQETXPL9ZTN,Ford,Explorer,2022,34955,107345,hybrid,manual,DriveTime,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
0c563388-55ab-405d-9be8-86e5cbb483a6,IUVTI0TU97K0GQ918,Mercedes-Benz,C-Class,2013,27930,58132,hybrid,manual,CarMax,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
21e6db50-ff20-4347-a112-cea099045d3c,LR1ULXJ9B6M45EJ9T,Mercedes-Benz,GLE,2017,14538,16847,hybrid,automatic,CarMax,Chicago,IL,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
e74bb0e7-bef9-41cb-a1c4-f357996cf169,F15AYNR5IF7WDP91U,Mercedes-Benz,GLE,2017,30626,45165,hybrid,automatic,CarMax,Los Angeles,CA,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
655cd65e-dfd4-47b1-b825-6f91effaf1fc,ZH2IT18QQA9ML6G9Y,BMW,3 Series,2018,14012,25453,hybrid,manual,DriveTime,New York,NY,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
d639d607-76bd-400a-b9ef-e3cbb49eb903,E6ZI47HLA587A45RV,Ford,Explorer,2016,42544,79527,hybrid,automatic,DriveTime,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
ac278242-87f9-49f8-9790-8cf883944d4a,9A3TA06KC1VRMC39D,BMW,5 Series,2013,9769,84184,electric,manual,Elite Motors,Los Angeles,CA,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
3762094c-bd76-4a5d-92f9-909794664d59,T9FT8KJWF5T0ZRSM3,Toyota,RAV4,2016,12863,59709,hybrid,automatic,AutoNation,Houston,TX,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
4d0dac10-5627-4736-aa46-1ce0f5721d17,AYI5XND75IA1JQJF8,Ford,Escape,2020,15557,113955,gas,manual,AutoNation,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
7eebb92a-66f4-411b-9ca2-5b4bce4930da,OKNNVCMKFETQACINM,Mercedes-Benz,C-Class,2014,52016,101478,gas,manual,CarMax,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
943c26d0-b3e1-4bdf-ab7c-04465d971c28,WSIAGPPL7T4RBF0W0,Honda,Civic,2013,30863,69484,hybrid,manual,CarMax,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
013300f3-5655-4881-a325-44f04bdc9960,CB0A3B2MROGQ1A2G2,Honda,Civic,2014,12637,29865,hybrid,automatic,DriveTime,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
6c6952b6-2fe3-4735-82f5-44be72446f5c,NZ0COR8D7LAYZ3SDR,Mercedes-Benz,C-Class,2021,14461,75360,hybrid,automatic,AutoNation,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
99422bb4-c98f-4c83-9242-16525ad27c7e,AO86KDUXUVZ8DRA9N,Toyota,Corolla,2010,26801,55491,hybrid,manual,AutoNation,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
987ed0a5-4865-4563-bbfc-c881c596bb1b,F46W4ARK2GFOML41X,Toyota,Corolla,2014,64688,97049,gas,manual,DriveTime,Chicago,IL,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
8fb6a361-13b0-42b4-8397-541c668235e6,JAOORFIU3VE41OQHV,Honda,CR-V,2019,25340,5514,electric,automatic,DriveTime,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
5f157e50-0556-473a-a7c4-eb3bc40677bd,M5L5ZXBBGOUDZIQ2K,Toyota,Corolla,2012,15517,15098,hybrid,manual,CarMax,Los Angeles,CA,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
791a0d13-3da8-4794-92f0-b489faab9cd5,16QELF7PKNTZ0OVVK,Mercedes-Benz,GLE,2018,18221,81294,hybrid,automatic,DriveTime,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
f1ed9703-6d3b-4e9c-b202-dfb94f2bc08c,0LKZ3CU9MC8KEQQD1,Honda,CR-V,2016,42510,102736,hybrid,automatic,DriveTime,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
aa1c387f-2f51-45aa-b820-a47bd3da243d,W55UDE7BXFH58ZKG3,Toyota,Camry,2015,44838,99493,electric,automatic,DriveTime,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
57735265-2448-4cb5-8115-464c944362c1,KW49JMULR9BCFPWU1,Honda,Accord,2021,24422,71646,electric,manual,AutoNation,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
dfb03093-2f8d-485f-912b-3b270d12b454,TU9RSWU3BB8U0VC3X,Honda,Accord,2012,9067,109107,electric,automatic,DriveTime,Houston,TX,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
7114fe36-4d01-4008-9da1-57e3426841e8,QR5MN3Q9OGK8ZKWRF,Ford,Explorer,2023,7658,17742,electric,automatic,DriveTime,Los Angeles,CA,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
c9ad06ab-1804-448a-ae2c-2ecb19029dc6,UJ5K8KRQ065JE032G,Toyota,RAV4,2022,21481,31999,hybrid,manual,Elite Motors,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
124ef7fd-4465-41b3-82c1-1886a3e6d51e,59RMGRBXERUNHF1TM,Toyota,Camry,2020,57651,37416,gas,automatic,CarMax,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
c1860426-9608-4f7e-ba28-08e3ed8c69af,RYWKKBVVLMXD3HIEV,Toyota,Camry,2015,20321,33064,hybrid,automatic,CarMax,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
2b8beaca-a0df-401c-94c2-f6fa2be166b8,0RU7JCJB042Y7YL95,Honda,Accord,2012,30474,62439,gas,automatic,DriveTime,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
bdb0a3e6-0b48-4464-a279-2a86afc33d8e,R9UIOEVN0863F3VZX,Honda,Accord,2016,18152,64922,gas,automatic,AutoNation,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
4b2494e2-d21d-4932-82ea-c2a1bb9a933f,CLKZXDZFL2713BQIM,Ford,Escape,2013,22110,47641,gas,manual,AutoNation,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
33fce4c1-d1fe-4220-b85a-c0f1bc37113c,CV15DURWIS6FJQ2NR,Mercedes-Benz,E-Class,2019,30799,94769,hybrid,manual,AutoNation,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
4bdfaded-012b-4bd3-b986-8b9f9ee6448a,A9KJGJTR13W19Y3FK,Honda,Civic,2016,59569,21861,electric,automatic,DriveTime,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
550598b8-6e28-42e8-9e81-8666693c1b3e,HXCOG2USAMPC1BN05,Honda,Civic,2023,27855,110947,hybrid,automatic,CarMax,Los Angeles,CA,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
43408bfe-17c7-49bc-bf31-abc463dcbf9d,1OHVE2TSK2B2UEDS1,Ford,Explorer,2022,21977,57826,hybrid,manual,Elite Motors,New York,NY,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
be2f286e-fbf9-46f8-b89f-000ad26aa107,DHK1GLOI56Q9G5MIO,Mercedes-Benz,E-Class,2015,11120,43388,electric,automatic,Elite Motors,Houston,TX,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
8672d04a-d80c-4686-ae5e-aeee960915eb,NTRSW573GSYFQHPNH,Toyota,Camry,2013,21777,51367,hybrid,manual,Elite Motors,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
3baed2de-7c61-461c-be1c-cd35a0461a2b,XWACEH0UQMR92VZ06,Toyota,Corolla,2019,37676,59015,hybrid,manual,CarMax,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
0367a3f3-59e1-4dd4-8aed-4218b3b5a371,HGQS7N3UIB356P2HY,Toyota,Camry,2022,50366,79914,electric,automatic,AutoNation,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
a9b74aef-b4e4-4d3f-b1ed-012fb9072072,700O60I7AK1IMQEY7,Honda,Accord,2023,13726,116502,hybrid,manual,AutoNation,New York,NY,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
8b0651bc-e40e-4db0-9c57-791a39419d03,T1K47TW8LK7R7HYJR,Mercedes-Benz,C-Class,2021,11593,90522,hybrid,manual,Elite Motors,Chicago,IL,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
4bacf9c3-9d21-493d-88d7-7a767134c8db,KTCFMKZUUX4AQHTAV,Toyota,Camry,2018,19425,28333,electric,automatic,CarMax,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
837b92d3-5554-4e84-98c9-924c700e5d6d,2ASBJ7HY0CNRWMFAW,Toyota,RAV4,2010,16902,69085,hybrid,manual,DriveTime,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
cc8ed5d4-11ec-48df-8776-1fa071af4cd8,0A5M827NSQY16W4P8,Ford,Explorer,2022,54421,77983,hybrid,automatic,CarMax,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
c5ede65d-c986-4efb-b7b9-a70ff036aa2b,X121V727SUQZCCV3V,Honda,CR-V,2021,17169,61016,electric,automatic,AutoNation,Chicago,IL,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
dd4f4a71-d153-466d-b391-fc1d7641d7b8,DPGI55INB0QIPNWO2,Honda,CR-V,2012,27830,85305,hybrid,manual,CarMax,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
2a2a79cf-c11a-428f-8f30-26f9aab09f50,1G75T944OTWINKSCO,BMW,3 Series,2023,81047,44202,gas,manual,AutoNation,Houston,TX,overpriced,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
40124e15-3a5f-46d5-85c3-834041f9c1f6,BDXLETFL6YCECCYH4,Toyota,Camry,2020,22742,8179,hybrid,manual,AutoNation,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
45645221-4901-449d-b063-3ff6a9fa066c,AY8I51PW9DG1KN68B,Honda,Accord,2019,30318,72752,gas,automatic,AutoNation,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
b620b1d4-a3c6-4a16-8745-b9d934d9dd70,LMC48PRAKLM9KUB40,BMW,5 Series,2020,49622,103642,hybrid,manual,CarMax,Los Angeles,CA,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
6ae4fb1c-68ba-4237-b4c7-bd2783d775e8,OLE8CZ0FQGKEHFVOH,Ford,Escape,2017,24025,119457,electric,manual,Elite Motors,New York,NY,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
e20a6ddf-15f6-4f8a-b09b-377782b12f0a,KC2GL9BJFK7495J3P,Mercedes-Benz,GLE,2014,25852,103577,gas,automatic,DriveTime,Chicago,IL,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
03fcd4e1-83b4-4abd-931f-338beb5c7819,JHW5GHG1DGHJJK7TJ,Toyota,Corolla,2011,21722,53718,hybrid,automatic,CarMax,Houston,TX,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
2667328c-bac6-436f-8b7f-b8f1a6e8174e,GOHGZO4VBTB6KC4JE,Mercedes-Benz,C-Class,2021,14571,98108,electric,manual,DriveTime,Chicago,IL,fraud,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
2aa6523c-7b4d-49d5-90f9-00aa909a925e,F3LUCJKQOT0EW4XMI,Toyota,Corolla,2011,46144,8594,hybrid,manual,Elite Motors,Houston,TX,normal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
3f3fbe65-18a4-4d77-af3f-8a75505f161e,E26PDQOIFKHNI5ODF,Toyota,Camry,2017,24952,59246,hybrid,automatic,Elite Motors,New York,NY,great_deal,https://cdn.pixabay.com/photo/2012/05/29/00/43/car-49278_1280.jpg
